,Unnamed: 0,Year,Month,unemployment_level,civilian_labor_force,inflation_level,unemployment,inflation,decade,        Gross domestic product,Personal consumption expenditures,    Goods,    Services,Gross private domestic investment,    Fixed investment,    Exports,    Federal,        National defense,        Nondefense,    State and local,Year_Month,    Personal consumption expenditures (PCE),  PCE excluding food and energy,inflation_PCE
233,233,1967,6,2992,76940,33.3,3.888744476,0.604229607,1960,30.205,26.257,26.46,25.474,29.653,26.505,9.409,56.562,71.129,31.748,37.539,1967M06,19.582,20.307,
234,234,1967,7,2944,77663,33.4,3.790736902,0.3003003,1960,30.205,26.257,26.46,25.474,29.653,26.505,9.409,56.562,71.129,31.748,37.539,1967M07,19.647,20.376,
235,235,1967,8,2945,77663,33.5,3.792024516,0.299401198,1960,30.205,26.257,26.46,25.474,29.653,26.505,9.409,56.562,71.129,31.748,37.539,1967M08,19.709,20.438,
236,236,1967,9,2958,77663,33.6,3.808763504,0.298507463,1960,30.205,26.257,26.46,25.474,29.653,26.505,9.409,56.562,71.129,31.748,37.539,1967M09,19.768,20.51,
237,237,1967,10,3143,78292,33.7,4.014458693,0.297619048,1960,30.205,26.257,26.46,25.474,29.653,26.505,9.409,56.562,71.129,31.748,37.539,1967M10,19.823,20.586,
238,238,1967,11,3066,78292,33.9,3.916108926,0.59347181,1960,30.205,26.257,26.46,25.474,29.653,26.505,9.409,56.562,71.129,31.748,37.539,1967M11,19.888,20.651,
239,239,1967,12,3018,78292,34,3.85479998,0.294985251,1960,30.205,26.257,26.46,25.474,29.653,26.505,9.409,56.562,71.129,31.748,37.539,1967M12,19.919,20.701,
240,240,1968,1,2878,78021,34.1,3.688750465,0.294117647,1960,31.688,27.765,28.098,26.818,31.426,28.367,10.151,57.436,72.266,32.175,39.788,1968M01,20.011,20.792,
241,241,1968,2,3001,78021,34.2,3.846400328,0.293255132,1960,31.688,27.765,28.098,26.818,31.426,28.367,10.151,57.436,72.266,32.175,39.788,1968M02,20.092,20.881,
242,242,1968,3,2877,78021,34.3,3.687468758,0.292397661,1960,31.688,27.765,28.098,26.818,31.426,28.367,10.151,57.436,72.266,32.175,39.788,1968M03,20.157,20.963,
243,243,1968,4,2709,78746,34.4,3.440174739,0.29154519,1960,31.688,27.765,28.098,26.818,31.426,28.367,10.151,57.436,72.266,32.175,39.788,1968M04,20.22,21.04,
244,244,1968,5,2740,78746,34.5,3.479541818,0.290697674,1960,31.688,27.765,28.098,26.818,31.426,28.367,10.151,57.436,72.266,32.175,39.788,1968M05,20.295,21.12,
245,245,1968,6,2938,78746,34.7,3.730983161,0.579710145,1960,31.688,27.765,28.098,26.818,31.426,28.367,10.151,57.436,72.266,32.175,39.788,1968M06,20.359,21.202,
246,246,1968,7,2883,78880,34.9,3.654918864,0.576368876,1960,31.688,27.765,28.098,26.818,31.426,28.367,10.151,57.436,72.266,32.175,39.788,1968M07,20.422,21.273,
247,247,1968,8,2768,78880,35,3.509127789,0.286532951,1960,31.688,27.765,28.098,26.818,31.426,28.367,10.151,57.436,72.266,32.175,39.788,1968M08,20.505,21.355,
248,248,1968,9,2686,78880,35.1,3.405172414,0.285714286,1960,31.688,27.765,28.098,26.818,31.426,28.367,10.151,57.436,72.266,32.175,39.788,1968M09,20.577,21.442,
249,249,1968,10,2689,79195,35.3,3.395416377,0.56980057,1960,31.688,27.765,28.098,26.818,31.426,28.367,10.151,57.436,72.266,32.175,39.788,1968M10,20.668,21.53,
250,250,1968,11,2715,79195,35.4,3.428246733,0.283286119,1960,31.688,27.765,28.098,26.818,31.426,28.367,10.151,57.436,72.266,32.175,39.788,1968M11,20.738,21.611,
251,251,1968,12,2685,79195,35.6,3.390365553,0.564971751,1960,31.688,27.765,28.098,26.818,31.426,28.367,10.151,57.436,72.266,32.175,39.788,1968M12,20.782,21.678,
252,252,1969,1,2718,79874,35.7,3.402859504,0.280898876,1960,32.683,28.803,28.957,28.011,33.176,30.042,10.646,56.034,69.292,33.441,41.177,1969M01,20.864,21.762,
253,253,1969,2,2692,79874,35.8,3.370308235,0.280112045,1960,32.683,28.803,28.957,28.011,33.176,30.042,10.646,56.034,69.292,33.441,41.177,1969M02,20.918,21.837,
254,254,1969,3,2712,79874,36.1,3.395347673,0.837988827,1960,32.683,28.803,28.957,28.011,33.176,30.042,10.646,56.034,69.292,33.441,41.177,1969M03,21.017,21.94,
255,255,1969,4,2758,80367,36.3,3.431756816,0.55401662,1960,32.683,28.803,28.957,28.011,33.176,30.042,10.646,56.034,69.292,33.441,41.177,1969M04,21.11,22.025,
256,256,1969,5,2713,80367,36.4,3.375763684,0.275482094,1960,32.683,28.803,28.957,28.011,33.176,30.042,10.646,56.034,69.292,33.441,41.177,1969M05,21.195,22.113,
257,257,1969,6,2816,80367,36.6,3.503925741,0.549450549,1960,32.683,28.803,28.957,28.011,33.176,30.042,10.646,56.034,69.292,33.441,41.177,1969M06,21.298,22.19,
258,258,1969,7,2868,81074,36.8,3.537508942,0.546448087,1960,32.683,28.803,28.957,28.011,33.176,30.042,10.646,56.034,69.292,33.441,41.177,1969M07,21.392,22.293,
259,259,1969,8,2856,81074,36.9,3.52270765,0.27173913,1960,32.683,28.803,28.957,28.011,33.176,30.042,10.646,56.034,69.292,33.441,41.177,1969M08,21.452,22.357,
260,260,1969,9,3040,81074,37.1,3.749660804,0.54200542,1960,32.683,28.803,28.957,28.011,33.176,30.042,10.646,56.034,69.292,33.441,41.177,1969M09,21.541,22.447,
261,261,1969,10,3049,81505,37.3,3.740874793,0.539083558,1960,32.683,28.803,28.957,28.011,33.176,30.042,10.646,56.034,69.292,33.441,41.177,1969M10,21.615,22.544,
262,262,1969,11,2856,81505,37.5,3.504079504,0.536193029,1960,32.683,28.803,28.957,28.011,33.176,30.042,10.646,56.034,69.292,33.441,41.177,1969M11,21.708,22.63,
263,263,1969,12,2884,81505,37.7,3.538433225,0.533333333,1960,32.683,28.803,28.957,28.011,33.176,30.042,10.646,56.034,69.292,33.441,41.177,1969M12,21.808,22.715,
264,264,1970,1,3201,82210,37.9,3.893686899,0.530503979,1950,32.749,29.481,29.185,29.113,31.159,29.426,11.781,52.6,63.637,33.759,42.358,1970M01,21.885,22.79,
265,265,1970,2,3453,82210,38.1,4.200218951,0.527704485,1950,32.749,29.481,29.185,29.113,31.159,29.426,11.781,52.6,63.637,33.759,42.358,1970M02,21.973,22.877,
266,266,1970,3,3635,82210,38.3,4.421603211,0.524934383,1950,32.749,29.481,29.185,29.113,31.159,29.426,11.781,52.6,63.637,33.759,42.358,1970M03,22.027,22.962,
267,267,1970,4,3797,82565,38.5,4.598800945,0.522193211,1950,32.749,29.481,29.185,29.113,31.159,29.426,11.781,52.6,63.637,33.759,42.358,1970M04,22.139,23.053,
268,268,1970,5,3919,82565,38.6,4.746563314,0.25974026,1950,32.749,29.481,29.185,29.113,31.159,29.426,11.781,52.6,63.637,33.759,42.358,1970M05,22.209,23.134,
269,269,1970,6,4071,82565,38.8,4.930660692,0.518134715,1950,32.749,29.481,29.185,29.113,31.159,29.426,11.781,52.6,63.637,33.759,42.358,1970M06,22.267,23.218,
270,270,1970,7,4175,82912,38.9,5.035459282,0.257731959,1950,32.749,29.481,29.185,29.113,31.159,29.426,11.781,52.6,63.637,33.759,42.358,1970M07,22.348,23.306,
271,271,1970,8,4256,82912,39,5.133153223,0.257069409,1950,32.749,29.481,29.185,29.113,31.159,29.426,11.781,52.6,63.637,33.759,42.358,1970M08,22.407,23.387,
272,272,1970,9,4456,82912,39.2,5.374372829,0.512820513,1950,32.749,29.481,29.185,29.113,31.159,29.426,11.781,52.6,63.637,33.759,42.358,1970M09,22.508,23.485,
273,273,1970,10,4591,83498,39.4,5.498335289,0.510204082,1950,32.749,29.481,29.185,29.113,31.159,29.426,11.781,52.6,63.637,33.759,42.358,1970M10,22.619,23.601,
274,274,1970,11,4898,83498,39.6,5.866008767,0.507614213,1950,32.749,29.481,29.185,29.113,31.159,29.426,11.781,52.6,63.637,33.759,42.358,1970M11,22.708,23.722,
275,275,1970,12,5076,83498,39.8,6.079187525,0.505050505,1950,32.749,29.481,29.185,29.113,31.159,29.426,11.781,52.6,63.637,33.759,42.358,1970M12,22.809,23.841,
276,276,1971,1,4986,83676,39.9,5.958697835,0.251256281,1970,33.833,30.607,30.407,30.121,34.37,31.446,11.986,49.245,57.169,35.636,43.688,1971M01,22.857,23.935,
277,277,1971,2,4903,83676,39.9,5.859505713,0,1970,33.833,30.607,30.407,30.121,34.37,31.446,11.986,49.245,57.169,35.636,43.688,1971M02,22.924,24.027,
278,278,1971,3,4987,83676,40,5.95989292,0.250626566,1970,33.833,30.607,30.407,30.121,34.37,31.446,11.986,49.245,57.169,35.636,43.688,1971M03,23.001,24.104,
279,279,1971,4,4959,83929,40.1,5.908565573,0.25,1970,33.833,30.607,30.407,30.121,34.37,31.446,11.986,49.245,57.169,35.636,43.688,1971M04,23.09,24.194,
280,280,1971,5,4996,83929,40.3,5.952650455,0.498753117,1970,33.833,30.607,30.407,30.121,34.37,31.446,11.986,49.245,57.169,35.636,43.688,1971M05,23.187,24.299,
281,281,1971,6,4949,83929,40.5,5.896650741,0.496277916,1970,33.833,30.607,30.407,30.121,34.37,31.446,11.986,49.245,57.169,35.636,43.688,1971M06,23.289,24.395,
282,282,1971,7,5035,84581,40.6,5.952873577,0.24691358,1970,33.833,30.607,30.407,30.121,34.37,31.446,11.986,49.245,57.169,35.636,43.688,1971M07,23.36,24.489,
283,283,1971,8,5134,84581,40.7,6.069921141,0.246305419,1970,33.833,30.607,30.407,30.121,34.37,31.446,11.986,49.245,57.169,35.636,43.688,1971M08,23.428,24.524,
284,284,1971,9,5042,84581,40.8,5.961149667,0.245700246,1970,33.833,30.607,30.407,30.121,34.37,31.446,11.986,49.245,57.169,35.636,43.688,1971M09,23.463,24.564,
285,285,1971,10,4954,85318,40.9,5.806512108,0.245098039,1970,33.833,30.607,30.407,30.121,34.37,31.446,11.986,49.245,57.169,35.636,43.688,1971M10,23.499,24.603,
286,286,1971,11,5161,85318,41,6.049133829,0.244498778,1970,33.833,30.607,30.407,30.121,34.37,31.446,11.986,49.245,57.169,35.636,43.688,1971M11,23.548,24.659,
287,287,1971,12,5154,85318,41.1,6.040929229,0.243902439,1970,33.833,30.607,30.407,30.121,34.37,31.446,11.986,49.245,57.169,35.636,43.688,1971M12,23.641,24.736,
288,288,1972,1,5019,86208,41.2,5.821965479,0.243309002,1970,35.609,32.484,32.395,31.853,38.242,35.032,12.919,47.695,53.224,38.197,44.656,1972M01,23.738,24.842,
289,289,1972,2,4928,86208,41.4,5.71640683,0.485436893,1970,35.609,32.484,32.395,31.853,38.242,35.032,12.919,47.695,53.224,38.197,44.656,1972M02,23.832,24.91,
290,290,1972,3,5038,86208,41.4,5.844005197,0,1970,35.609,32.484,32.395,31.853,38.242,35.032,12.919,47.695,53.224,38.197,44.656,1972M03,23.866,24.959,
291,291,1972,4,4959,86810,41.5,5.712475521,0.241545894,1970,35.609,32.484,32.395,31.853,38.242,35.032,12.919,47.695,53.224,38.197,44.656,1972M04,23.903,25.017,
292,292,1972,5,4922,86810,41.6,5.669853703,0.240963855,1970,35.609,32.484,32.395,31.853,38.242,35.032,12.919,47.695,53.224,38.197,44.656,1972M05,23.955,25.075,
293,293,1972,6,4923,86810,41.7,5.671005645,0.240384615,1970,35.609,32.484,32.395,31.853,38.242,35.032,12.919,47.695,53.224,38.197,44.656,1972M06,23.992,25.126,
294,294,1972,7,4913,87351,41.8,5.624434752,0.239808153,1970,35.609,32.484,32.395,31.853,38.242,35.032,12.919,47.695,53.224,38.197,44.656,1972M07,24.078,25.198,
295,295,1972,8,4939,87351,41.9,5.654199723,0.23923445,1970,35.609,32.484,32.395,31.853,38.242,35.032,12.919,47.695,53.224,38.197,44.656,1972M08,24.148,25.251,
296,296,1972,9,4849,87351,42.1,5.55116713,0.477326969,1970,35.609,32.484,32.395,31.853,38.242,35.032,12.919,47.695,53.224,38.197,44.656,1972M09,24.256,25.336,
297,297,1972,10,4875,87675,42.2,5.560307956,0.237529691,1970,35.609,32.484,32.395,31.853,38.242,35.032,12.919,47.695,53.224,38.197,44.656,1972M10,24.283,25.351,
298,298,1972,11,4602,87675,42.4,5.24893071,0.473933649,1970,35.609,32.484,32.395,31.853,38.242,35.032,12.919,47.695,53.224,38.197,44.656,1972M11,24.356,25.418,
299,299,1972,12,4543,87675,42.5,5.181636727,0.235849057,1970,35.609,32.484,32.395,31.853,38.242,35.032,12.919,47.695,53.224,38.197,44.656,1972M12,24.434,25.495,
300,300,1973,1,4326,88232,42.7,4.902983045,0.470588235,1970,37.618,34.094,34.073,33.364,42.426,38.035,15.354,45.987,50.505,38.272,45.916,1973M01,24.508,25.511,
301,301,1973,2,4452,88232,43,5.045788376,0.702576112,1970,37.618,34.094,34.073,33.364,42.426,38.035,15.354,45.987,50.505,38.272,45.916,1973M02,24.637,25.591,
302,302,1973,3,4394,88232,43.4,4.980052589,0.930232558,1970,37.618,34.094,34.073,33.364,42.426,38.035,15.354,45.987,50.505,38.272,45.916,1973M03,24.812,25.695,
303,303,1973,4,4459,89181,43.7,4.999943934,0.69124424,1970,37.618,34.094,34.073,33.364,42.426,38.035,15.354,45.987,50.505,38.272,45.916,1973M04,24.997,25.845,
304,304,1973,5,4329,89181,43.9,4.854172974,0.457665904,1970,37.618,34.094,34.073,33.364,42.426,38.035,15.354,45.987,50.505,38.272,45.916,1973M05,25.12,25.945,
305,305,1973,6,4363,89181,44.2,4.892297687,0.683371298,1970,37.618,34.094,34.073,33.364,42.426,38.035,15.354,45.987,50.505,38.272,45.916,1973M06,25.263,26.057,
306,306,1973,7,4305,89650,44.2,4.802007808,0,1970,37.618,34.094,34.073,33.364,42.426,38.035,15.354,45.987,50.505,38.272,45.916,1973M07,25.355,26.169,
307,307,1973,8,4305,89650,45,4.802007808,1.809954751,1970,37.618,34.094,34.073,33.364,42.426,38.035,15.354,45.987,50.505,38.272,45.916,1973M08,25.647,26.291,
308,308,1973,9,4350,89650,45.2,4.852203012,0.444444444,1970,37.618,34.094,34.073,33.364,42.426,38.035,15.354,45.987,50.505,38.272,45.916,1973M09,25.75,26.424,
309,309,1973,10,4144,90579,45.6,4.575011868,0.884955752,1970,37.618,34.094,34.073,33.364,42.426,38.035,15.354,45.987,50.505,38.272,45.916,1973M10,25.895,26.526,
310,310,1973,11,4396,90579,45.9,4.853222049,0.657894737,1970,37.618,34.094,34.073,33.364,42.426,38.035,15.354,45.987,50.505,38.272,45.916,1973M11,26.107,26.654,
311,311,1973,12,4489,90579,46.3,4.955894854,0.871459695,1970,37.618,34.094,34.073,33.364,42.426,38.035,15.354,45.987,50.505,38.272,45.916,1973M12,26.322,26.802,
312,312,1974,1,4644,91379,46.8,5.082130468,1.079913607,1970,37.424,33.813,32.83,34.009,39.616,35.92,16.567,46.309,50.025,40.026,47.605,1974M01,26.574,26.934,
313,313,1974,2,4731,91379,47.3,5.177338338,1.068376068,1970,37.424,33.813,32.83,34.009,39.616,35.92,16.567,46.309,50.025,40.026,47.605,1974M02,26.883,27.106,
314,314,1974,3,4634,91379,47.8,5.071187034,1.057082452,1970,37.424,33.813,32.83,34.009,39.616,35.92,16.567,46.309,50.025,40.026,47.605,1974M03,27.195,27.316,
315,315,1974,4,4618,91584,48.1,5.042365479,0.627615063,1970,37.424,33.813,32.83,34.009,39.616,35.92,16.567,46.309,50.025,40.026,47.605,1974M04,27.387,27.521,
316,316,1974,5,4705,91584,48.6,5.137360238,1.03950104,1970,37.424,33.813,32.83,34.009,39.616,35.92,16.567,46.309,50.025,40.026,47.605,1974M05,27.657,27.785,
317,317,1974,6,4927,91584,49,5.379760657,0.823045267,1970,37.424,33.813,32.83,34.009,39.616,35.92,16.567,46.309,50.025,40.026,47.605,1974M06,27.891,28.071,
318,318,1974,7,5063,92253,49.3,5.488168406,0.612244898,1970,37.424,33.813,32.83,34.009,39.616,35.92,16.567,46.309,50.025,40.026,47.605,1974M07,28.098,28.32,
319,319,1974,8,5022,92253,49.9,5.443725407,1.21703854,1970,37.424,33.813,32.83,34.009,39.616,35.92,16.567,46.309,50.025,40.026,47.605,1974M08,28.391,28.593,
320,320,1974,9,5437,92253,50.6,5.893575277,1.402805611,1970,37.424,33.813,32.83,34.009,39.616,35.92,16.567,46.309,50.025,40.026,47.605,1974M09,28.687,28.85,
321,321,1974,10,5523,92688,51,5.958700155,0.790513834,1970,37.424,33.813,32.83,34.009,39.616,35.92,16.567,46.309,50.025,40.026,47.605,1974M10,28.893,29.076,
322,322,1974,11,6140,92688,51.5,6.624374245,0.980392157,1970,37.424,33.813,32.83,34.009,39.616,35.92,16.567,46.309,50.025,40.026,47.605,1974M11,29.11,29.289,
323,323,1974,12,6636,92688,51.9,7.159502848,0.776699029,1970,37.424,33.813,32.83,34.009,39.616,35.92,16.567,46.309,50.025,40.026,47.605,1974M12,29.341,29.497,
324,324,1975,1,7501,93023,52.3,8.063597175,0.770712909,1970,37.35,34.58,33.053,35.289,33.199,32.397,16.462,46.554,49.537,41.57,49.331,1975M01,29.523,29.67,
325,325,1975,2,7520,93023,52.6,8.084022231,0.573613767,1970,37.35,34.58,33.053,35.289,33.199,32.397,16.462,46.554,49.537,41.57,49.331,1975M02,29.684,29.88,
326,326,1975,3,7978,93023,52.8,8.576373585,0.380228137,1970,37.35,34.58,33.053,35.289,33.199,32.397,16.462,46.554,49.537,41.57,49.331,1975M03,29.786,30.037,
327,327,1975,4,8210,93619,53,8.76958737,0.378787879,1970,37.35,34.58,33.053,35.289,33.199,32.397,16.462,46.554,49.537,41.57,49.331,1975M04,29.887,30.183,
328,328,1975,5,8433,93619,53.1,9.007786881,0.188679245,1970,37.35,34.58,33.053,35.289,33.199,32.397,16.462,46.554,49.537,41.57,49.331,1975M05,30.007,30.312,
329,329,1975,6,8220,93619,53.5,8.780268963,0.753295669,1970,37.35,34.58,33.053,35.289,33.199,32.397,16.462,46.554,49.537,41.57,49.331,1975M06,30.195,30.461,
330,330,1975,7,8127,94128,54,8.633987761,0.934579439,1970,37.35,34.58,33.053,35.289,33.199,32.397,16.462,46.554,49.537,41.57,49.331,1975M07,30.454,30.649,
331,331,1975,8,7928,94128,54.2,8.422573517,0.37037037,1970,37.35,34.58,33.053,35.289,33.199,32.397,16.462,46.554,49.537,41.57,49.331,1975M08,30.586,30.755,
332,332,1975,9,7923,94128,54.6,8.417261601,0.73800738,1970,37.35,34.58,33.053,35.289,33.199,32.397,16.462,46.554,49.537,41.57,49.331,1975M09,30.737,30.921,
333,333,1975,10,7897,94309,54.9,8.37353805,0.549450549,1970,37.35,34.58,33.053,35.289,33.199,32.397,16.462,46.554,49.537,41.57,49.331,1975M10,30.916,31.075,
334,334,1975,11,7794,94309,55.3,8.264322599,0.72859745,1970,37.35,34.58,33.053,35.289,33.199,32.397,16.462,46.554,49.537,41.57,49.331,1975M11,31.114,31.281,
335,335,1975,12,7744,94309,55.6,8.21130539,0.542495479,1970,37.35,34.58,33.053,35.289,33.199,32.397,16.462,46.554,49.537,41.57,49.331,1975M12,31.286,31.471,
336,336,1976,1,7534,95049,55.8,7.926437943,0.35971223,1970,39.361,36.509,35.367,36.807,39.534,35.582,17.181,46.644,49.304,42.234,49.724,1976M01,31.406,31.633,
337,337,1976,2,7326,95049,55.9,7.707603447,0.17921147,1970,39.361,36.509,35.367,36.807,39.534,35.582,17.181,46.644,49.304,42.234,49.724,1976M02,31.447,31.759,
338,338,1976,3,7230,95049,56,7.60660291,0.178890877,1970,39.361,36.509,35.367,36.807,39.534,35.582,17.181,46.644,49.304,42.234,49.724,1976M03,31.494,31.864,
339,339,1976,4,7330,95826,56.1,7.649280988,0.178571429,1970,39.361,36.509,35.367,36.807,39.534,35.582,17.181,46.644,49.304,42.234,49.724,1976M04,31.565,31.988,
340,340,1976,5,7053,95826,56.4,7.36021539,0.534759358,1970,39.361,36.509,35.367,36.807,39.534,35.582,17.181,46.644,49.304,42.234,49.724,1976M05,31.716,32.139,
341,341,1976,6,7322,95826,56.7,7.640932524,0.531914894,1970,39.361,36.509,35.367,36.807,39.534,35.582,17.181,46.644,49.304,42.234,49.724,1976M06,31.853,32.268,
342,342,1976,7,7490,96626,57,7.751536853,0.529100529,1970,39.361,36.509,35.367,36.807,39.534,35.582,17.181,46.644,49.304,42.234,49.724,1976M07,32.014,32.446,
343,343,1976,8,7518,96626,57.3,7.780514561,0.526315789,1970,39.361,36.509,35.367,36.807,39.534,35.582,17.181,46.644,49.304,42.234,49.724,1976M08,32.19,32.632,
344,344,1976,9,7380,96626,57.6,7.637695858,0.523560209,1970,39.361,36.509,35.367,36.807,39.534,35.582,17.181,46.644,49.304,42.234,49.724,1976M09,32.371,32.823,
345,345,1976,10,7430,97102,57.9,7.651747647,0.520833333,1970,39.361,36.509,35.367,36.807,39.534,35.582,17.181,46.644,49.304,42.234,49.724,1976M10,32.541,32.984,
346,346,1976,11,7620,97102,58.1,7.847418179,0.345423143,1970,39.361,36.509,35.367,36.807,39.534,35.582,17.181,46.644,49.304,42.234,49.724,1976M11,32.688,33.133,
347,347,1976,12,7545,97102,58.4,7.770179811,0.516351119,1970,39.361,36.509,35.367,36.807,39.534,35.582,17.181,46.644,49.304,42.234,49.724,1976M12,32.87,33.311,
348,348,1977,1,7280,97703,58.7,7.451152984,0.51369863,1970,41.175,38.047,36.885,38.332,45.175,40.407,17.595,47.658,49.781,44.209,49.905,1977M01,33.058,33.511,
349,349,1977,2,7443,97703,59.3,7.617985118,1.022146508,1970,41.175,38.047,36.885,38.332,45.175,40.407,17.595,47.658,49.781,44.209,49.905,1977M02,33.316,33.716,
350,350,1977,3,7307,97703,59.6,7.478787755,0.505902192,1970,41.175,38.047,36.885,38.332,45.175,40.407,17.595,47.658,49.781,44.209,49.905,1977M03,33.482,33.858,
351,351,1977,4,7059,98696,60,7.152265543,0.67114094,1970,41.175,38.047,36.885,38.332,45.175,40.407,17.595,47.658,49.781,44.209,49.905,1977M04,33.678,34.027,
352,352,1977,5,6911,98696,60.2,7.002310124,0.333333333,1970,41.175,38.047,36.885,38.332,45.175,40.407,17.595,47.658,49.781,44.209,49.905,1977M05,33.849,34.201,
353,353,1977,6,7134,98696,60.5,7.228256464,0.49833887,1970,41.175,38.047,36.885,38.332,45.175,40.407,17.595,47.658,49.781,44.209,49.905,1977M06,34.038,34.405,
354,354,1977,7,6829,99244,60.8,6.881020515,0.495867769,1970,41.175,38.047,36.885,38.332,45.175,40.407,17.595,47.658,49.781,44.209,49.905,1977M07,34.216,34.619,
355,355,1977,8,6925,99244,61.1,6.977751804,0.493421053,1970,41.175,38.047,36.885,38.332,45.175,40.407,17.595,47.658,49.781,44.209,49.905,1977M08,34.376,34.79,
356,356,1977,9,6751,99244,61.3,6.802426343,0.327332242,1970,41.175,38.047,36.885,38.332,45.175,40.407,17.595,47.658,49.781,44.209,49.905,1977M09,34.507,34.938,
357,357,1977,10,6763,100294,61.6,6.743175065,0.489396411,1970,41.175,38.047,36.885,38.332,45.175,40.407,17.595,47.658,49.781,44.209,49.905,1977M10,34.668,35.108,
358,358,1977,11,6815,100294,62,6.795022633,0.649350649,1970,41.175,38.047,36.885,38.332,45.175,40.407,17.595,47.658,49.781,44.209,49.905,1977M11,34.869,35.292,
359,359,1977,12,6386,100294,62.3,6.367280196,0.483870968,1970,41.175,38.047,36.885,38.332,45.175,40.407,17.595,47.658,49.781,44.209,49.905,1977M12,35.04,35.477,
360,360,1978,1,6489,100934,62.7,6.428953574,0.642054575,1970,43.466,39.72,38.41,40.107,50.401,45.088,19.45,48.859,50.184,46.855,51.557,1978M01,35.251,35.695,
361,361,1978,2,6318,100934,63,6.259535934,0.4784689,1970,43.466,39.72,38.41,40.107,50.401,45.088,19.45,48.859,50.184,46.855,51.557,1978M02,35.417,35.835,
362,362,1978,3,6337,100934,63.4,6.278360117,0.634920635,1970,43.466,39.72,38.41,40.107,50.401,45.088,19.45,48.859,50.184,46.855,51.557,1978M03,35.649,36.032,
363,363,1978,4,6180,101947,63.9,6.061973378,0.788643533,1970,43.466,39.72,38.41,40.107,50.401,45.088,19.45,48.859,50.184,46.855,51.557,1978M04,35.919,36.266,
364,364,1978,5,6127,101947,64.5,6.009985581,0.938967136,1970,43.466,39.72,38.41,40.107,50.401,45.088,19.45,48.859,50.184,46.855,51.557,1978M05,36.177,36.48,
365,365,1978,6,6028,101947,65,5.912876298,0.775193798,1970,43.466,39.72,38.41,40.107,50.401,45.088,19.45,48.859,50.184,46.855,51.557,1978M06,36.413,36.685,
366,366,1978,7,6309,102568,65.5,6.15104126,0.769230769,1970,43.466,39.72,38.41,40.107,50.401,45.088,19.45,48.859,50.184,46.855,51.557,1978M07,36.613,36.901,
367,367,1978,8,6080,102568,65.9,5.927774745,0.610687023,1970,43.466,39.72,38.41,40.107,50.401,45.088,19.45,48.859,50.184,46.855,51.557,1978M08,36.798,37.1,
368,368,1978,9,6125,102568,66.5,5.971648077,0.91047041,1970,43.466,39.72,38.41,40.107,50.401,45.088,19.45,48.859,50.184,46.855,51.557,1978M09,37.008,37.313,
369,369,1978,10,5947,103484,67.1,5.746782111,0.902255639,1970,43.466,39.72,38.41,40.107,50.401,45.088,19.45,48.859,50.184,46.855,51.557,1978M10,37.302,37.587,
370,370,1978,11,6077,103484,67.5,5.872405396,0.596125186,1970,43.466,39.72,38.41,40.107,50.401,45.088,19.45,48.859,50.184,46.855,51.557,1978M11,37.514,37.789,
371,371,1978,12,6228,103484,67.9,6.018321673,0.592592593,1970,43.466,39.72,38.41,40.107,50.401,45.088,19.45,48.859,50.184,46.855,51.557,1978M12,37.689,37.936,
372,372,1979,1,6109,104383,68.5,5.852485558,0.88365243,1970,44.846,40.664,39.024,41.331,52.167,47.685,21.377,50.003,51.536,47.632,52.31,1979M01,37.971,38.128,
373,373,1979,2,6173,104383,69.2,5.913798224,1.02189781,1970,44.846,40.664,39.024,41.331,52.167,47.685,21.377,50.003,51.536,47.632,52.31,1979M02,38.173,38.252,
374,374,1979,3,6109,104383,69.9,5.852485558,1.011560694,1970,44.846,40.664,39.024,41.331,52.167,47.685,21.377,50.003,51.536,47.632,52.31,1979M03,38.47,38.471,
375,375,1979,4,6069,104327,70.6,5.817286033,1.001430615,1970,44.846,40.664,39.024,41.331,52.167,47.685,21.377,50.003,51.536,47.632,52.31,1979M04,38.871,38.824,
376,376,1979,5,5840,104327,71.4,5.597783891,1.133144476,1970,44.846,40.664,39.024,41.331,52.167,47.685,21.377,50.003,51.536,47.632,52.31,1979M05,39.272,39.161,
377,377,1979,6,5959,104327,72.2,5.711848323,1.120448179,1970,44.846,40.664,39.024,41.331,52.167,47.685,21.377,50.003,51.536,47.632,52.31,1979M06,39.595,39.379,
378,378,1979,7,5996,105209,73,5.699132204,1.108033241,1970,44.846,40.664,39.024,41.331,52.167,47.685,21.377,50.003,51.536,47.632,52.31,1979M07,39.895,39.576,
379,379,1979,8,6320,105209,73.7,6.007090648,0.95890411,1970,44.846,40.664,39.024,41.331,52.167,47.685,21.377,50.003,51.536,47.632,52.31,1979M08,40.2,39.838,
380,380,1979,9,6190,105209,74.4,5.883527075,0.949796472,1970,44.846,40.664,39.024,41.331,52.167,47.685,21.377,50.003,51.536,47.632,52.31,1979M09,40.554,40.108,
381,381,1979,10,6296,105923,75.2,5.94394041,1.075268817,1970,44.846,40.664,39.024,41.331,52.167,47.685,21.377,50.003,51.536,47.632,52.31,1979M10,40.884,40.4,
382,382,1979,11,6238,105923,76,5.889183652,1.063829787,1970,44.846,40.664,39.024,41.331,52.167,47.685,21.377,50.003,51.536,47.632,52.31,1979M11,41.167,40.658,
