,Unnamed: 0,Year,Month,unemployment_level,civilian_labor_force,inflation_level,unemployment,inflation,decade,        Gross domestic product,Personal consumption expenditures,    Goods,    Services,Gross private domestic investment,    Fixed investment,    Exports,    Federal,        National defense,        Nondefense,    State and local,Year_Month,    Personal consumption expenditures (PCE),  PCE excluding food and energy,inflation_PCE
383,383,1979,12,6325,105923,76.9,5.971318788,1.184210526,1970,44.846,40.664,39.024,41.331,52.167,47.685,21.377,50.003,51.536,47.632,52.31,1979M12,41.512,40.949,
384,384,1980,1,6683,106567,78,6.271172126,1.430429129,1980,44.736,40.535,38.036,41.998,46.918,44.85,23.68,52.185,53.528,50.183,52.23,1980M01,41.944,41.257,
385,385,1980,2,6702,106567,79,6.289001286,1.282051282,1980,44.736,40.535,38.036,41.998,46.918,44.85,23.68,52.185,53.528,50.183,52.23,1980M02,42.398,41.667,
386,386,1980,3,6729,106567,80.1,6.314337459,1.392405063,1980,44.736,40.535,38.036,41.998,46.918,44.85,23.68,52.185,53.528,50.183,52.23,1980M03,42.916,42.052,
387,387,1980,4,7358,106767,80.9,6.891642549,0.998751561,1980,44.736,40.535,38.036,41.998,46.918,44.85,23.68,52.185,53.528,50.183,52.23,1980M04,43.141,42.268,
388,388,1980,5,7984,106767,81.7,7.477966038,0.988875155,1980,44.736,40.535,38.036,41.998,46.918,44.85,23.68,52.185,53.528,50.183,52.23,1980M05,43.476,42.608,
389,389,1980,6,8098,106767,82.5,7.584740603,0.979192166,1980,44.736,40.535,38.036,41.998,46.918,44.85,23.68,52.185,53.528,50.183,52.23,1980M06,43.75,42.89,
390,390,1980,7,8363,107121,82.6,7.807059307,0.121212121,1980,44.736,40.535,38.036,41.998,46.918,44.85,23.68,52.185,53.528,50.183,52.23,1980M07,44.088,43.19,
391,391,1980,8,8281,107121,83.2,7.730510357,0.726392252,1980,44.736,40.535,38.036,41.998,46.918,44.85,23.68,52.185,53.528,50.183,52.23,1980M08,44.455,43.502,
392,392,1980,9,8021,107121,83.9,7.487794177,0.841346154,1980,44.736,40.535,38.036,41.998,46.918,44.85,23.68,52.185,53.528,50.183,52.23,1980M09,44.866,43.91,
393,393,1980,10,8088,107442,84.7,7.527782431,0.953516091,1980,44.736,40.535,38.036,41.998,46.918,44.85,23.68,52.185,53.528,50.183,52.23,1980M10,45.224,44.27,
394,394,1980,11,8023,107442,85.6,7.467284675,1.06257379,1980,44.736,40.535,38.036,41.998,46.918,44.85,23.68,52.185,53.528,50.183,52.23,1980M11,45.592,44.619,
395,395,1980,12,7718,107442,86.4,7.183410584,0.934579439,1980,44.736,40.535,38.036,41.998,46.918,44.85,23.68,52.185,53.528,50.183,52.23,1980M12,45.887,44.887,
396,396,1981,1,8071,108274,87.2,7.454236474,0.925925926,1980,45.897,41.137,38.486,42.727,51.048,46.055,23.972,54.528,56.867,50.692,51.163,1981M01,46.329,45.277,
397,397,1981,2,8051,108274,88,7.435764819,0.917431193,1980,45.897,41.137,38.486,42.727,51.048,46.055,23.972,54.528,56.867,50.692,51.163,1981M02,46.797,45.608,
398,398,1981,3,7982,108274,88.6,7.372037608,0.681818182,1980,45.897,41.137,38.486,42.727,51.048,46.055,23.972,54.528,56.867,50.692,51.163,1981M03,47.122,45.86,
399,399,1981,4,7869,108848,89.1,7.229347347,0.564334086,1980,45.897,41.137,38.486,42.727,51.048,46.055,23.972,54.528,56.867,50.692,51.163,1981M04,47.326,46.15,
400,400,1981,5,8174,108848,89.7,7.509554608,0.673400673,1980,45.897,41.137,38.486,42.727,51.048,46.055,23.972,54.528,56.867,50.692,51.163,1981M05,47.537,46.466,
401,401,1981,6,8098,108848,90.5,7.439732471,0.891861761,1980,45.897,41.137,38.486,42.727,51.048,46.055,23.972,54.528,56.867,50.692,51.163,1981M06,47.725,46.696,
402,402,1981,7,7863,108525,91.5,7.245335176,1.104972376,1980,45.897,41.137,38.486,42.727,51.048,46.055,23.972,54.528,56.867,50.692,51.163,1981M07,48.013,46.976,
403,403,1981,8,8036,108525,92.2,7.40474545,0.765027322,1980,45.897,41.137,38.486,42.727,51.048,46.055,23.972,54.528,56.867,50.692,51.163,1981M08,48.311,47.289,
404,404,1981,9,8230,108525,93.1,7.583506105,0.976138829,1980,45.897,41.137,38.486,42.727,51.048,46.055,23.972,54.528,56.867,50.692,51.163,1981M09,48.602,47.597,
405,405,1981,10,8646,109057,93.4,7.927964276,0.322234157,1980,45.897,41.137,38.486,42.727,51.048,46.055,23.972,54.528,56.867,50.692,51.163,1981M10,48.821,47.879,
406,406,1981,11,9029,109057,93.8,8.279156771,0.428265525,1980,45.897,41.137,38.486,42.727,51.048,46.055,23.972,54.528,56.867,50.692,51.163,1981M11,49.081,48.156,
407,407,1981,12,9267,109057,94.1,8.497391272,0.319829424,1980,45.897,41.137,38.486,42.727,51.048,46.055,23.972,54.528,56.867,50.692,51.163,1981M12,49.23,48.33,
408,408,1982,1,9397,109374,94.4,8.591621409,0.318809777,1980,45.02,41.722,38.754,43.58,44.39,42.976,22.14,56.558,60.967,48.847,51.228,1982M01,49.52,48.624,
409,409,1982,2,9705,109374,94.7,8.873223984,0.31779661,1980,45.02,41.722,38.754,43.58,44.39,42.976,22.14,56.558,60.967,48.847,51.228,1982M02,49.668,48.81,
410,410,1982,3,9895,109374,94.7,9.046939858,0,1980,45.02,41.722,38.754,43.58,44.39,42.976,22.14,56.558,60.967,48.847,51.228,1982M03,49.793,49.021,
411,411,1982,4,10244,110117,95,9.302832442,0.316789863,1980,45.02,41.722,38.754,43.58,44.39,42.976,22.14,56.558,60.967,48.847,51.228,1982M04,49.818,49.213,
412,412,1982,5,10335,110117,95.9,9.385471816,0.947368421,1980,45.02,41.722,38.754,43.58,44.39,42.976,22.14,56.558,60.967,48.847,51.228,1982M05,50.112,49.48,
413,413,1982,6,10538,110117,97,9.56982119,1.147028154,1980,45.02,41.722,38.754,43.58,44.39,42.976,22.14,56.558,60.967,48.847,51.228,1982M06,50.474,49.727,
414,414,1982,7,10849,110526,97.5,9.81578995,0.515463918,1980,45.02,41.722,38.754,43.58,44.39,42.976,22.14,56.558,60.967,48.847,51.228,1982M07,50.773,50.048,
415,415,1982,8,10881,110526,97.7,9.844742414,0.205128205,1980,45.02,41.722,38.754,43.58,44.39,42.976,22.14,56.558,60.967,48.847,51.228,1982M08,50.93,50.279,
416,416,1982,9,11217,110526,97.7,10.14874328,0,1980,45.02,41.722,38.754,43.58,44.39,42.976,22.14,56.558,60.967,48.847,51.228,1982M09,51.072,50.466,
417,417,1982,10,11529,110959,98.1,10.39032435,0.409416581,1980,45.02,41.722,38.754,43.58,44.39,42.976,22.14,56.558,60.967,48.847,51.228,1982M10,51.359,50.785,
418,418,1982,11,11938,110959,98,10.75892897,-0.101936799,1980,45.02,41.722,38.754,43.58,44.39,42.976,22.14,56.558,60.967,48.847,51.228,1982M11,51.516,50.977,
419,419,1982,12,12051,110959,97.7,10.86076839,-0.306122449,1980,45.02,41.722,38.754,43.58,44.39,42.976,22.14,56.558,60.967,48.847,51.228,1982M12,51.598,51.145,
420,420,1983,1,11534,110639,97.9,10.42489538,0.204708291,1980,47.105,44.101,41.219,45.849,48.532,46.212,21.569,60.242,65.392,51.165,51.896,1983M01,51.852,51.509,
421,421,1983,2,11545,110639,98,10.43483763,0.102145046,1980,47.105,44.101,41.219,45.849,48.532,46.212,21.569,60.242,65.392,51.165,51.896,1983M02,51.943,51.705,
422,422,1983,3,11408,110639,98.1,10.31101149,0.102040816,1980,47.105,44.101,41.219,45.849,48.532,46.212,21.569,60.242,65.392,51.165,51.896,1983M03,52.014,51.775,
423,423,1983,4,11268,111168,98.8,10.13601036,0.713557594,1980,47.105,44.101,41.219,45.849,48.532,46.212,21.569,60.242,65.392,51.165,51.896,1983M04,52.251,51.932,
424,424,1983,5,11154,111168,99.2,10.03346287,0.4048583,1980,47.105,44.101,41.219,45.849,48.532,46.212,21.569,60.242,65.392,51.165,51.896,1983M05,52.4,52.008,
425,425,1983,6,11246,111168,99.4,10.1162205,0.201612903,1980,47.105,44.101,41.219,45.849,48.532,46.212,21.569,60.242,65.392,51.165,51.896,1983M06,52.596,52.252,
426,426,1983,7,10548,112095,99.8,9.409875552,0.402414487,1980,47.105,44.101,41.219,45.849,48.532,46.212,21.569,60.242,65.392,51.165,51.896,1983M07,52.893,52.604,
427,427,1983,8,10623,112095,100.1,9.476783086,0.300601202,1980,47.105,44.101,41.219,45.849,48.532,46.212,21.569,60.242,65.392,51.165,51.896,1983M08,53.12,52.876,
428,428,1983,9,10282,112095,100.4,9.172576832,0.2997003,1980,47.105,44.101,41.219,45.849,48.532,46.212,21.569,60.242,65.392,51.165,51.896,1983M09,53.306,53.09,
429,429,1983,10,9887,112160,100.8,8.815085592,0.398406375,1980,47.105,44.101,41.219,45.849,48.532,46.212,21.569,60.242,65.392,51.165,51.896,1983M10,53.398,53.185,
430,430,1983,11,9499,112160,101.1,8.469151213,0.297619048,1980,47.105,44.101,41.219,45.849,48.532,46.212,21.569,60.242,65.392,51.165,51.896,1983M11,53.474,53.31,
431,431,1983,12,9331,112160,101.4,8.319365193,0.296735905,1980,47.105,44.101,41.219,45.849,48.532,46.212,21.569,60.242,65.392,51.165,51.896,1983M12,53.503,53.35,
432,432,1984,1,9008,112512,102.1,8.00625711,0.690335306,1980,50.525,46.426,44.19,47.621,61.778,53.693,23.329,62.246,68.822,50.47,53.885,1984M01,53.734,53.525,
433,433,1984,2,8791,112512,102.6,7.813388794,0.489715965,1980,50.525,46.426,44.19,47.621,61.778,53.693,23.329,62.246,68.822,50.47,53.885,1984M02,54.095,53.861,
434,434,1984,3,8746,112512,102.9,7.77339306,0.292397661,1980,50.525,46.426,44.19,47.621,61.778,53.693,23.329,62.246,68.822,50.47,53.885,1984M03,54.273,54.065,
435,435,1984,4,8762,113521,103.3,7.718395715,0.388726919,1980,50.525,46.426,44.19,47.621,61.778,53.693,23.329,62.246,68.822,50.47,53.885,1984M04,54.479,54.321,
436,436,1984,5,8456,113521,103.5,7.448842064,0.193610842,1980,50.525,46.426,44.19,47.621,61.778,53.693,23.329,62.246,68.822,50.47,53.885,1984M05,54.548,54.447,
437,437,1984,6,8226,113521,103.7,7.246236379,0.193236715,1980,50.525,46.426,44.19,47.621,61.778,53.693,23.329,62.246,68.822,50.47,53.885,1984M06,54.647,54.576,
438,438,1984,7,8537,113837,104.1,7.499319202,0.385728062,1980,50.525,46.426,44.19,47.621,61.778,53.693,23.329,62.246,68.822,50.47,53.885,1984M07,54.842,54.811,
439,439,1984,8,8519,113837,104.4,7.48350712,0.288184438,1980,50.525,46.426,44.19,47.621,61.778,53.693,23.329,62.246,68.822,50.47,53.885,1984M08,55.012,54.993,
440,440,1984,9,8367,113837,104.7,7.34998287,0.287356322,1980,50.525,46.426,44.19,47.621,61.778,53.693,23.329,62.246,68.822,50.47,53.885,1984M09,55.088,55.078,
441,441,1984,10,8381,114257,105.1,7.335217974,0.382043935,1980,50.525,46.426,44.19,47.621,61.778,53.693,23.329,62.246,68.822,50.47,53.885,1984M10,55.218,55.203,
442,442,1984,11,8198,114257,105.3,7.175052732,0.190294957,1980,50.525,46.426,44.19,47.621,61.778,53.693,23.329,62.246,68.822,50.47,53.885,1984M11,55.297,55.322,
443,443,1984,12,8358,114257,105.5,7.315087916,0.189933523,1980,50.525,46.426,44.19,47.621,61.778,53.693,23.329,62.246,68.822,50.47,53.885,1984M12,55.454,55.542,
444,444,1985,1,8423,114976,105.7,7.325876705,0.18957346,1980,52.666,48.867,46.514,50.123,61.738,56.649,24.109,67.181,74.873,53.344,56.93,1985M01,55.732,55.854,
445,445,1985,2,8321,114976,106.3,7.237162538,0.567644276,1980,52.666,48.867,46.514,50.123,61.738,56.649,24.109,67.181,74.873,53.344,56.93,1985M02,55.998,56.153,
446,446,1985,3,8339,114976,106.8,7.252817979,0.470366886,1980,52.666,48.867,46.514,50.123,61.738,56.649,24.109,67.181,74.873,53.344,56.93,1985M03,56.224,56.358,
447,447,1985,4,8395,115177,107,7.288781614,0.187265918,1980,52.666,48.867,46.514,50.123,61.738,56.649,24.109,67.181,74.873,53.344,56.93,1985M04,56.31,56.431,
448,448,1985,5,8302,115177,107.2,7.208036327,0.186915888,1980,52.666,48.867,46.514,50.123,61.738,56.649,24.109,67.181,74.873,53.344,56.93,1985M05,56.45,56.633,
449,449,1985,6,8460,115177,107.5,7.345216493,0.279850746,1980,52.666,48.867,46.514,50.123,61.738,56.649,24.109,67.181,74.873,53.344,56.93,1985M06,56.609,56.827,
450,450,1985,7,8513,115505,107.7,7.370243712,0.186046512,1980,52.666,48.867,46.514,50.123,61.738,56.649,24.109,67.181,74.873,53.344,56.93,1985M07,56.749,56.995,
451,451,1985,8,8196,115505,107.9,7.095796719,0.185701021,1980,52.666,48.867,46.514,50.123,61.738,56.649,24.109,67.181,74.873,53.344,56.93,1985M08,56.938,57.274,
452,452,1985,9,8248,115505,108.1,7.140816415,0.185356812,1980,52.666,48.867,46.514,50.123,61.738,56.649,24.109,67.181,74.873,53.344,56.93,1985M09,57.032,57.39,
453,453,1985,10,8298,116211,108.5,7.140460025,0.370027752,1980,52.666,48.867,46.514,50.123,61.738,56.649,24.109,67.181,74.873,53.344,56.93,1985M10,57.124,57.479,
454,454,1985,11,8128,116211,109,6.99417439,0.460829493,1980,52.666,48.867,46.514,50.123,61.738,56.649,24.109,67.181,74.873,53.344,56.93,1985M11,57.286,57.615,
455,455,1985,12,8138,116211,109.5,7.002779427,0.458715596,1980,52.666,48.867,46.514,50.123,61.738,56.649,24.109,67.181,74.873,53.344,56.93,1985M12,57.479,57.773,
456,456,1986,1,7795,116928,109.9,6.666495621,0.365296804,1980,54.516,50.919,49.116,51.737,61.836,57.674,25.963,71.136,80.065,55.011,59.784,1986M01,57.748,58.089,
457,457,1986,2,8402,116928,109.7,7.1856185,-0.181983621,1980,54.516,50.919,49.116,51.737,61.836,57.674,25.963,71.136,80.065,55.011,59.784,1986M02,57.75,58.241,
458,458,1986,3,8383,116928,109.1,7.169369184,-0.546946217,1980,54.516,50.919,49.116,51.737,61.836,57.674,25.963,71.136,80.065,55.011,59.784,1986M03,57.622,58.415,
459,459,1986,4,8364,117643,108.7,7.109645283,-0.366636114,1980,54.516,50.919,49.116,51.737,61.836,57.674,25.963,71.136,80.065,55.011,59.784,1986M04,57.5,58.514,
460,460,1986,5,8439,117643,109,7.173397482,0.27598896,1980,54.516,50.919,49.116,51.737,61.836,57.674,25.963,71.136,80.065,55.011,59.784,1986M05,57.601,58.609,
461,461,1986,6,8508,117643,109.4,7.232049506,0.366972477,1980,54.516,50.919,49.116,51.737,61.836,57.674,25.963,71.136,80.065,55.011,59.784,1986M06,57.81,58.78,
462,462,1986,7,8319,118225,109.5,7.036582787,0.091407678,1980,54.516,50.919,49.116,51.737,61.836,57.674,25.963,71.136,80.065,55.011,59.784,1986M07,57.822,58.882,
463,463,1986,8,8135,118225,109.6,6.880947346,0.091324201,1980,54.516,50.919,49.116,51.737,61.836,57.674,25.963,71.136,80.065,55.011,59.784,1986M08,57.891,58.998,
464,464,1986,9,8310,118225,110,7.028970184,0.364963504,1980,54.516,50.919,49.116,51.737,61.836,57.674,25.963,71.136,80.065,55.011,59.784,1986M09,58.077,59.188,
465,465,1986,10,8243,118587,110.2,6.951014867,0.181818182,1980,54.516,50.919,49.116,51.737,61.836,57.674,25.963,71.136,80.065,55.011,59.784,1986M10,58.18,59.386,
466,466,1986,11,8159,118587,110.4,6.880180796,0.181488203,1980,54.516,50.919,49.116,51.737,61.836,57.674,25.963,71.136,80.065,55.011,59.784,1986M11,58.283,59.511,
467,467,1986,12,7883,118587,110.8,6.647440276,0.362318841,1980,54.516,50.919,49.116,51.737,61.836,57.674,25.963,71.136,80.065,55.011,59.784,1986M12,58.361,59.588,
468,468,1987,1,7892,119079,111.4,6.627532982,0.541516245,1980,56.403,52.642,50,54.063,63.593,58.03,28.79,73.814,84.125,55.135,61.087,1987M01,58.628,59.722,
469,469,1987,2,7865,119079,111.8,6.604858959,0.359066427,1980,56.403,52.642,50,54.063,63.593,58.03,28.79,73.814,84.125,55.135,61.087,1987M02,58.838,59.848,
470,470,1987,3,7862,119079,112.2,6.602339623,0.357781753,1980,56.403,52.642,50,54.063,63.593,58.03,28.79,73.814,84.125,55.135,61.087,1987M03,58.997,60.028,
471,471,1987,4,7542,119663,112.7,6.302700083,0.445632799,1980,56.403,52.642,50,54.063,63.593,58.03,28.79,73.814,84.125,55.135,61.087,1987M04,59.209,60.273,
472,472,1987,5,7574,119663,113,6.329441849,0.266193434,1980,56.403,52.642,50,54.063,63.593,58.03,28.79,73.814,84.125,55.135,61.087,1987M05,59.356,60.438,
473,473,1987,6,7398,119663,113.5,6.182362134,0.442477876,1980,56.403,52.642,50,54.063,63.593,58.03,28.79,73.814,84.125,55.135,61.087,1987M06,59.576,60.599,
474,474,1987,7,7268,120077,113.8,6.052782798,0.264317181,1980,56.403,52.642,50,54.063,63.593,58.03,28.79,73.814,84.125,55.135,61.087,1987M07,59.713,60.756,
475,475,1987,8,7261,120077,114.3,6.046953205,0.439367311,1980,56.403,52.642,50,54.063,63.593,58.03,28.79,73.814,84.125,55.135,61.087,1987M08,59.948,60.958,
476,476,1987,9,7102,120077,114.7,5.914538171,0.349956255,1980,56.403,52.642,50,54.063,63.593,58.03,28.79,73.814,84.125,55.135,61.087,1987M09,60.151,61.202,
477,477,1987,10,7227,120593,115,5.992885159,0.261551874,1980,56.403,52.642,50,54.063,63.593,58.03,28.79,73.814,84.125,55.135,61.087,1987M10,60.348,61.47,
478,478,1987,11,7035,120593,115.4,5.833671938,0.347826087,1980,56.403,52.642,50,54.063,63.593,58.03,28.79,73.814,84.125,55.135,61.087,1987M11,60.465,61.602,
479,479,1987,12,6936,120593,115.6,5.751577621,0.173310225,1980,56.403,52.642,50,54.063,63.593,58.03,28.79,73.814,84.125,55.135,61.087,1987M12,60.576,61.73,
480,480,1988,1,6953,121013,116,5.745663689,0.346020761,1980,58.774,54.844,51.858,56.496,65.163,59.945,33.457,72.848,83.915,52.761,63.439,1988M01,60.805,62.014,
481,481,1988,2,6929,121013,116.2,5.725831109,0.172413793,1980,58.774,54.844,51.858,56.496,65.163,59.945,33.457,72.848,83.915,52.761,63.439,1988M02,60.893,62.139,
482,482,1988,3,6876,121013,116.5,5.682034162,0.258175559,1980,58.774,54.844,51.858,56.496,65.163,59.945,33.457,72.848,83.915,52.761,63.439,1988M03,61.103,62.404,
483,483,1988,4,6601,121265,117.2,5.443450295,0.600858369,1980,58.774,54.844,51.858,56.496,65.163,59.945,33.457,72.848,83.915,52.761,63.439,1988M04,61.401,62.709,
484,484,1988,5,6779,121265,117.5,5.590236259,0.255972696,1980,58.774,54.844,51.858,56.496,65.163,59.945,33.457,72.848,83.915,52.761,63.439,1988M05,61.58,62.923,
485,485,1988,6,6546,121265,118,5.398095081,0.425531915,1980,58.774,54.844,51.858,56.496,65.163,59.945,33.457,72.848,83.915,52.761,63.439,1988M06,61.841,63.187,
486,486,1988,7,6605,121917,118.5,5.417620184,0.423728814,1980,58.774,54.844,51.858,56.496,65.163,59.945,33.457,72.848,83.915,52.761,63.439,1988M07,62.142,63.446,
487,487,1988,8,6843,121917,119,5.612834961,0.421940928,1980,58.774,54.844,51.858,56.496,65.163,59.945,33.457,72.848,83.915,52.761,63.439,1988M08,62.325,63.603,
488,488,1988,9,6604,121917,119.5,5.416799954,0.420168067,1980,58.774,54.844,51.858,56.496,65.163,59.945,33.457,72.848,83.915,52.761,63.439,1988M09,62.63,63.945,
489,489,1988,10,6568,122488,119.9,5.362157926,0.334728033,1980,58.774,54.844,51.858,56.496,65.163,59.945,33.457,72.848,83.915,52.761,63.439,1988M10,62.831,64.184,
490,490,1988,11,6537,122488,120.3,5.336849324,0.333611343,1980,58.774,54.844,51.858,56.496,65.163,59.945,33.457,72.848,83.915,52.761,63.439,1988M11,62.975,64.358,
491,491,1988,12,6518,122488,120.7,5.3213376,0.332502078,1980,58.774,54.844,51.858,56.496,65.163,59.945,33.457,72.848,83.915,52.761,63.439,1988M12,63.165,64.563,
492,492,1989,1,6682,123251,121.2,5.421457027,0.414250207,1980,60.937,56.444,53.166,58.293,67.802,61.846,37.329,74.053,83.71,56.576,65.951,1989M01,63.482,64.881,
493,493,1989,2,6359,123251,121.6,5.159390188,0.330033003,1980,60.937,56.444,53.166,58.293,67.802,61.846,37.329,74.053,83.71,56.576,65.951,1989M02,63.686,65.037,
494,494,1989,3,6205,123251,122.2,5.034441911,0.493421053,1980,60.937,56.444,53.166,58.293,67.802,61.846,37.329,74.053,83.71,56.576,65.951,1989M03,63.919,65.227,
495,495,1989,4,6468,123678,123.1,5.229709407,0.736497545,1980,60.937,56.444,53.166,58.293,67.802,61.846,37.329,74.053,83.71,56.576,65.951,1989M04,64.341,65.442,
496,496,1989,5,6375,123678,123.7,5.154514142,0.487408611,1980,60.937,56.444,53.166,58.293,67.802,61.846,37.329,74.053,83.71,56.576,65.951,1989M05,64.575,65.637,
497,497,1989,6,6577,123678,124.1,5.317841492,0.323362975,1980,60.937,56.444,53.166,58.293,67.802,61.846,37.329,74.053,83.71,56.576,65.951,1989M06,64.713,65.806,
498,498,1989,7,6495,124026,124.5,5.236805186,0.322320709,1980,60.937,56.444,53.166,58.293,67.802,61.846,37.329,74.053,83.71,56.576,65.951,1989M07,64.86,65.967,
499,499,1989,8,6511,124026,124.5,5.249705707,0,1980,60.937,56.444,53.166,58.293,67.802,61.846,37.329,74.053,83.71,56.576,65.951,1989M08,64.864,66.055,
500,500,1989,9,6590,124026,124.8,5.313402029,0.240963855,1980,60.937,56.444,53.166,58.293,67.802,61.846,37.329,74.053,83.71,56.576,65.951,1989M09,65.006,66.28,
501,501,1989,10,6630,124448,125.4,5.327526356,0.480769231,1980,60.937,56.444,53.166,58.293,67.802,61.846,37.329,74.053,83.71,56.576,65.951,1989M10,65.261,66.521,
502,502,1989,11,6725,124448,125.9,5.403863461,0.398724083,1980,60.937,56.444,53.166,58.293,67.802,61.846,37.329,74.053,83.71,56.576,65.951,1989M11,65.401,66.696,
503,503,1989,12,6667,124448,126.3,5.35725765,0.31771247,1980,60.937,56.444,53.166,58.293,67.802,61.846,37.329,74.053,83.71,56.576,65.951,1989M12,65.589,66.884,
504,504,1990,1,6752,125781,127.5,5.368060359,0.950118765,1990,62.107,57.608,53.496,60.045,66.055,60.955,40.622,75.634,83.925,60.687,68.672,1990M01,66.077,67.132,
505,505,1990,2,6651,125781,128,5.287762063,0.392156863,1990,62.107,57.608,53.496,60.045,66.055,60.955,40.622,75.634,83.925,60.687,68.672,1990M02,66.365,67.453,
506,506,1990,3,6598,125781,128.6,5.245625333,0.46875,1990,62.107,57.608,53.496,60.045,66.055,60.955,40.622,75.634,83.925,60.687,68.672,1990M03,66.608,67.769,
507,507,1990,4,6797,125705,128.9,5.407103934,0.233281493,1990,62.107,57.608,53.496,60.045,66.055,60.955,40.622,75.634,83.925,60.687,68.672,1990M04,66.752,67.976,
508,508,1990,5,6742,125705,129.1,5.363350702,0.155159038,1990,62.107,57.608,53.496,60.045,66.055,60.955,40.622,75.634,83.925,60.687,68.672,1990M05,66.896,68.176,
509,509,1990,6,6590,125705,129.9,5.24243268,0.619674671,1990,62.107,57.608,53.496,60.045,66.055,60.955,40.622,75.634,83.925,60.687,68.672,1990M06,67.191,68.439,
510,510,1990,7,6922,125871,130.5,5.49928101,0.461893764,1990,62.107,57.608,53.496,60.045,66.055,60.955,40.622,75.634,83.925,60.687,68.672,1990M07,67.348,68.602,
511,511,1990,8,7188,125871,131.6,5.71060848,0.842911877,1990,62.107,57.608,53.496,60.045,66.055,60.955,40.622,75.634,83.925,60.687,68.672,1990M08,67.797,68.889,
512,512,1990,9,7368,125871,132.5,5.853612031,0.683890578,1990,62.107,57.608,53.496,60.045,66.055,60.955,40.622,75.634,83.925,60.687,68.672,1990M09,68.215,69.133,
513,513,1990,10,7459,126069,133.4,5.916601226,0.679245283,1990,62.107,57.608,53.496,60.045,66.055,60.955,40.622,75.634,83.925,60.687,68.672,1990M10,68.602,69.364,
514,514,1990,11,7764,126069,133.7,6.158532232,0.224887556,1990,62.107,57.608,53.496,60.045,66.055,60.955,40.622,75.634,83.925,60.687,68.672,1990M11,68.685,69.443,
515,515,1990,12,7901,126069,134.2,6.267202881,0.373971578,1990,62.107,57.608,53.496,60.045,66.055,60.955,40.622,75.634,83.925,60.687,68.672,1990M12,68.741,69.53,
516,516,1991,1,8015,126071,134.7,6.357528694,0.372578241,1990,62.061,57.74,52.434,61.026,61.699,57.819,43.309,75.621,83.1,62.167,70.183,1991M01,68.996,69.869,
517,517,1991,2,8265,126071,134.8,6.555829652,0.07423905,1990,62.061,57.74,52.434,61.026,61.699,57.819,43.309,75.621,83.1,62.167,70.183,1991M02,69.021,70.049,
518,518,1991,3,8586,126071,134.8,6.810448081,0,1990,62.061,57.74,52.434,61.026,61.699,57.819,43.309,75.621,83.1,62.167,70.183,1991M03,69.032,70.19,
519,519,1991,4,8439,126352,135.1,6.678960365,0.222551929,1990,62.061,57.74,52.434,61.026,61.699,57.819,43.309,75.621,83.1,62.167,70.183,1991M04,69.154,70.326,
520,520,1991,5,8736,126352,135.6,6.914017982,0.370096225,1990,62.061,57.74,52.434,61.026,61.699,57.819,43.309,75.621,83.1,62.167,70.183,1991M05,69.44,70.607,
521,521,1991,6,8692,126352,136,6.879194631,0.294985251,1990,62.061,57.74,52.434,61.026,61.699,57.819,43.309,75.621,83.1,62.167,70.183,1991M06,69.557,70.758,
522,522,1991,7,8586,126318,136.2,6.79713105,0.147058824,1990,62.061,57.74,52.434,61.026,61.699,57.819,43.309,75.621,83.1,62.167,70.183,1991M07,69.667,70.973,
523,523,1991,8,8666,126318,136.6,6.860463275,0.293685756,1990,62.061,57.74,52.434,61.026,61.699,57.819,43.309,75.621,83.1,62.167,70.183,1991M08,69.827,71.166,
524,524,1991,9,8722,126318,137,6.904795833,0.292825769,1990,62.061,57.74,52.434,61.026,61.699,57.819,43.309,75.621,83.1,62.167,70.183,1991M09,70.067,71.449,
525,525,1991,10,8842,126669,137.2,6.98039773,0.145985401,1990,62.061,57.74,52.434,61.026,61.699,57.819,43.309,75.621,83.1,62.167,70.183,1991M10,70.197,71.605,
526,526,1991,11,8931,126669,137.8,7.050659593,0.437317784,1990,62.061,57.74,52.434,61.026,61.699,57.819,43.309,75.621,83.1,62.167,70.183,1991M11,70.348,71.736,
527,527,1991,12,9198,126669,138.2,7.261445184,0.290275762,1990,62.061,57.74,52.434,61.026,61.699,57.819,43.309,75.621,83.1,62.167,70.183,1991M12,70.52,71.907,
528,528,1992,1,9283,127357,138.3,7.288959382,0.0723589,1990,64.267,59.882,54.086,63.495,66.218,60.986,46.31,74.524,79.402,65.841,71.633,1992M01,70.613,72.099,
529,529,1992,2,9454,127357,138.6,7.42322762,0.21691974,1990,64.267,59.882,54.086,63.495,66.218,60.986,46.31,74.524,79.402,65.841,71.633,1992M02,70.789,72.292,
530,530,1992,3,9460,127357,139.1,7.427938786,0.360750361,1990,64.267,59.882,54.086,63.495,66.218,60.986,46.31,74.524,79.402,65.841,71.633,1992M03,70.962,72.473,
531,531,1992,4,9415,128140,139.4,7.347432496,0.215672178,1990,64.267,59.882,54.086,63.495,66.218,60.986,46.31,74.524,79.402,65.841,71.633,1992M04,71.153,72.71,
532,532,1992,5,9744,128140,139.7,7.604182925,0.215208034,1990,64.267,59.882,54.086,63.495,66.218,60.986,46.31,74.524,79.402,65.841,71.633,1992M05,71.248,72.813,
533,533,1992,6,10040,128140,140.1,7.835180272,0.286327845,1990,64.267,59.882,54.086,63.495,66.218,60.986,46.31,74.524,79.402,65.841,71.633,1992M06,71.374,72.869,
